node_1,node_2,topic_name,count,edge
preferring zero commitment plan refinements,experiments based on modifications of UCPOP,"Quantitative Results Comparing Three Intelligent Interfaces for   Information Capture: A Case Study Adding Name Information into an Electronic   Personal Organizer,Quantitative Results Comparing Three Intelligent Interfaces for   Information Capture: A Case Study Adding Name Information into an Electronic   Personal Organizer",2,contextual proximity
preferring zero commitment plan refinements,hardest problems,"Quantitative Results Comparing Three Intelligent Interfaces for   Information Capture: A Case Study Adding Name Information into an Electronic   Personal Organizer,Quantitative Results Comparing Three Intelligent Interfaces for   Information Capture: A Case Study Adding Name Information into an Electronic   Personal Organizer",2,contextual proximity
preferring zero commitment plan refinements,initial and goal conditions,"Quantitative Results Comparing Three Intelligent Interfaces for   Information Capture: A Case Study Adding Name Information into an Electronic   Personal Organizer,Quantitative Results Comparing Three Intelligent Interfaces for   Information Capture: A Case Study Adding Name Information into an Electronic   Personal Organizer",2,contextual proximity
preferring zero commitment plan refinements,operator parameter domains,"Quantitative Results Comparing Three Intelligent Interfaces for   Information Capture: A Case Study Adding Name Information into an Electronic   Personal Organizer,Quantitative Results Comparing Three Intelligent Interfaces for   Information Capture: A Case Study Adding Name Information into an Electronic   Personal Organizer,Quantitative Results Comparing Three Intelligent Interfaces for   Information Capture: A Case Study Adding Name Information into an Electronic   Personal Organizer,Quantitative Results Comparing Three Intelligent Interfaces for   Information Capture: A Case Study Adding Name Information into an Electronic   Personal Organizer",4,contextual proximity
preferring zero commitment plan refinements,practicality of well-founded partial-order planners,"Quantitative Results Comparing Three Intelligent Interfaces for   Information Capture: A Case Study Adding Name Information into an Electronic   Personal Organizer,Quantitative Results Comparing Three Intelligent Interfaces for   Information Capture: A Case Study Adding Name Information into an Electronic   Personal Organizer",2,contextual proximity
preferring zero commitment plan refinements,pruning nonviable operator instances,"Quantitative Results Comparing Three Intelligent Interfaces for   Information Capture: A Case Study Adding Name Information into an Electronic   Personal Organizer,Quantitative Results Comparing Three Intelligent Interfaces for   Information Capture: A Case Study Adding Name Information into an Electronic   Personal Organizer",2,contextual proximity
preferring zero commitment plan refinements,pruning search,"Quantitative Results Comparing Three Intelligent Interfaces for   Information Capture: A Case Study Adding Name Information into an Electronic   Personal Organizer,Quantitative Results Comparing Three Intelligent Interfaces for   Information Capture: A Case Study Adding Name Information into an Electronic   Personal Organizer",2,contextual proximity
preferring zero commitment plan refinements,search control,"Quantitative Results Comparing Three Intelligent Interfaces for   Information Capture: A Case Study Adding Name Information into an Electronic   Personal Organizer,Quantitative Results Comparing Three Intelligent Interfaces for   Information Capture: A Case Study Adding Name Information into an Electronic   Personal Organizer,Quantitative Results Comparing Three Intelligent Interfaces for   Information Capture: A Case Study Adding Name Information into an Electronic   Personal Organizer,Quantitative Results Comparing Three Intelligent Interfaces for   Information Capture: A Case Study Adding Name Information into an Electronic   Personal Organizer",4,contextual proximity
preferring zero commitment plan refinements,speedups,"Quantitative Results Comparing Three Intelligent Interfaces for   Information Capture: A Case Study Adding Name Information into an Electronic   Personal Organizer,Quantitative Results Comparing Three Intelligent Interfaces for   Information Capture: A Case Study Adding Name Information into an Electronic   Personal Organizer,Quantitative Results Comparing Three Intelligent Interfaces for   Information Capture: A Case Study Adding Name Information into an Electronic   Personal Organizer,Quantitative Results Comparing Three Intelligent Interfaces for   Information Capture: A Case Study Adding Name Information into an Electronic   Personal Organizer",4,contextual proximity
preferring zero commitment plan refinements,spurious clobbering threats,"Quantitative Results Comparing Three Intelligent Interfaces for   Information Capture: A Case Study Adding Name Information into an Electronic   Personal Organizer,Quantitative Results Comparing Three Intelligent Interfaces for   Information Capture: A Case Study Adding Name Information into an Electronic   Personal Organizer",2,contextual proximity
preferring zero commitment plan refinements,techniques and test problems,"Quantitative Results Comparing Three Intelligent Interfaces for   Information Capture: A Case Study Adding Name Information into an Electronic   Personal Organizer,Quantitative Results Comparing Three Intelligent Interfaces for   Information Capture: A Case Study Adding Name Information into an Electronic   Personal Organizer",2,contextual proximity
preferring zero commitment plan refinements,well-founded partial-order planners,"Quantitative Results Comparing Three Intelligent Interfaces for   Information Capture: A Case Study Adding Name Information into an Electronic   Personal Organizer,Quantitative Results Comparing Three Intelligent Interfaces for   Information Capture: A Case Study Adding Name Information into an Electronic   Personal Organizer",2,contextual proximity
preferring zero commitment plan refinements,zero commitment plan refinements,"Quantitative Results Comparing Three Intelligent Interfaces for   Information Capture: A Case Study Adding Name Information into an Electronic   Personal Organizer,Quantitative Results Comparing Three Intelligent Interfaces for   Information Capture: A Case Study Adding Name Information into an Electronic   Personal Organizer",2,contextual proximity
previous theory-guided systems,fine-tuned theory,"FLECS: Planning with a Flexible Commitment Strategy,FLECS: Planning with a Flexible Commitment Strategy",2,contextual proximity
previous theory-guided systems,initial theory,"FLECS: Planning with a Flexible Commitment Strategy,FLECS: Planning with a Flexible Commitment Strategy",2,contextual proximity
previously suggested reformulation,algorithms for determining whether the temporal information is consistent,"Active Learning with Statistical Models,Active Learning with Statistical Models",2,contextual proximity
previously suggested reformulation,backtracking algorithm,"Active Learning with Statistical Models,Active Learning with Statistical Models",2,contextual proximity
previously suggested reformulation,path consistency algorithm,"Active Learning with Statistical Models,Active Learning with Statistical Models",2,contextual proximity
previously suggested reformulation,temporal reasoning component,"Active Learning with Statistical Models,Active Learning with Statistical Models",2,contextual proximity
problems in molecular biology,algorithms for determining whether the temporal information is consistent,"Active Learning with Statistical Models,Active Learning with Statistical Models",2,contextual proximity
